session_id,user_id,content_id,watch_date,watch_duration_minutes,completion_percentage,device_type,quality_level
S079090,U1767,M159,2024-04-26,38,40.0,Mobile,HD
S079091,U1767,M022,2024-07-31,119,81.6,Smart TV,HD
S079092,U1767,M023,2024-02-16,89,60.9,Gaming Console,HD
S079093,U1767,M124,2024-02-10,102,68.1,Smart TV,4K
S079094,U1767,S034,2024-02-05,21,79.5,Desktop,HD
S079095,U1767,M196,2024-04-26,76,75.3,Smart TV,4K
S079096,U1767,M013,2024-08-27,74,41.7,Mobile,SD
S079097,U1767,S071,2024-04-04,35,96.5,Mobile,SD
S079098,U1767,M049,2024-08-27,87,69.3,Mobile,HD
S079099,U1767,M153,2024-04-25,171,96.0,Desktop,4K
S079100,U1767,S094,2024-01-26,22,49.1,Smart TV,HD
S079101,U1767,M133,2024-01-02,74,60.7,Tablet,4K
S079102,U1767,M178,2024-04-13,169,100.0,Mobile,HD
S079103,U1767,M136,2024-07-11,55,55.1,Smart TV,HD
S079104,U1767,M197,2024-08-29,85,54.7,Desktop,4K
S079105,U1767,M199,2024-03-12,85,48.8,Smart TV,SD
S079106,U1767,M034,2024-08-31,143,95.2,Smart TV,SD
S079107,U1767,S029,2024-07-07,26,63.3,Smart TV,HD
S079108,U1767,M192,2024-07-09,19,14.0,Tablet,HD
S079109,U1767,M022,2024-08-17,140,95.3,Mobile,HD
S079110,U1767,M052,2024-02-08,52,43.5,Gaming Console,4K
S079111,U1767,S023,2024-02-23,23,58.5,Mobile,HD
S079112,U1767,M175,2024-01-16,102,74.0,Mobile,HD
S079113,U1767,M070,2024-08-14,136,79.9,Mobile,SD
S079114,U1767,M011,2024-04-09,52,65.1,Smart TV,HD
S079115,U1767,M079,2024-04-20,106,68.3,Tablet,4K
S079116,U1767,S057,2024-08-23,22,99.7,Smart TV,HD
S079117,U1767,M071,2024-02-28,83,81.9,Smart TV,SD
S079118,U1767,M009,2024-06-23,90,100.0,Tablet,HD
S079119,U1767,S093,2024-08-05,34,74.4,Mobile,HD
S079120,U1767,M053,2024-03-13,72,44.8,Mobile,SD
S079121,U1767,M085,2024-01-08,136,90.8,Desktop,HD
S079122,U1767,S069,2024-03-24,40,83.4,Mobile,HD
S079123,U1767,M189,2024-02-17,75,84.4,Mobile,HD
S079124,U1767,M024,2024-08-30,112,70.7,Mobile,SD
S079125,U1767,M023,2024-06-24,93,63.9,Smart TV,4K
S079126,U1767,M112,2024-02-03,167,100.0,Smart TV,HD
S079127,U1767,S015,2024-07-18,11,37.7,Smart TV,HD
S079128,U1767,M132,2024-03-06,58,55.5,Gaming Console,HD
S079129,U1768,S007,2024-01-06,58,100.0,Mobile,HD
S079130,U1768,M165,2024-07-03,97,63.7,Smart TV,HD
S079131,U1768,S078,2024-08-19,20,81.5,Smart TV,4K
S079132,U1768,M022,2024-04-14,147,100.0,Mobile,HD
S079133,U1768,S007,2024-06-17,30,52.4,Tablet,SD
S079134,U1768,M043,2024-03-17,134,100.0,Desktop,4K
S079135,U1768,M165,2024-07-19,126,82.5,Mobile,HD
S079136,U1768,M131,2024-02-18,177,100.0,Mobile,SD
S079137,U1768,M070,2024-03-15,109,64.2,Smart TV,4K
S079138,U1768,M186,2024-01-09,110,72.0,Mobile,HD
S079139,U1768,M141,2024-05-31,119,81.1,Smart TV,HD
S079140,U1768,M127,2024-01-21,168,94.4,Tablet,HD
S079141,U1768,M002,2024-08-31,146,100.0,Smart TV,4K
S079142,U1768,S007,2024-01-07,58,100.0,Smart TV,4K
S079143,U1768,M171,2024-05-08,102,69.9,Smart TV,HD
S079144,U1768,M051,2024-04-26,130,84.2,Smart TV,SD
S079145,U1768,M034,2024-07-17,121,80.3,Tablet,4K
S079146,U1768,M168,2024-03-04,82,58.7,Mobile,HD
S079147,U1768,M091,2024-01-14,107,88.5,Mobile,HD
S079148,U1768,M071,2024-02-23,82,81.1,Tablet,4K
S079149,U1768,S010,2024-03-13,40,80.0,Smart TV,SD
S079150,U1768,S032,2024-05-26,37,100.0,Mobile,HD
S079151,U1768,M067,2024-08-02,101,80.7,Smart TV,HD
S079152,U1768,M182,2024-05-28,165,92.1,Smart TV,4K
S079153,U1768,S062,2024-01-13,41,76.0,Smart TV,4K
S079154,U1768,S032,2024-02-16,23,64.7,Desktop,HD
S079155,U1768,S090,2024-02-22,44,91.4,Tablet,HD
S079156,U1768,M126,2024-02-29,95,84.9,Smart TV,4K
S079157,U1768,M085,2024-06-05,139,92.9,Mobile,HD
S079158,U1768,M093,2024-06-16,63,73.5,Mobile,4K
S079159,U1768,M031,2024-02-16,103,99.1,Mobile,HD
S079160,U1768,M009,2024-03-02,90,100.0,Tablet,4K
S079161,U1768,M033,2024-06-11,79,66.4,Desktop,SD
S079162,U1768,S028,2024-06-15,38,84.9,Smart TV,HD
S079163,U1768,M072,2024-01-08,117,93.7,Smart TV,HD
S079164,U1768,M179,2024-01-29,152,87.0,Smart TV,4K
S079165,U1768,S086,2024-05-11,57,100.0,Mobile,SD
S079166,U1768,S061,2024-01-10,26,54.0,Mobile,SD
S079167,U1768,M050,2024-03-25,89,92.7,Smart TV,4K
S079168,U1768,M052,2024-07-01,96,80.2,Smart TV,SD
S079169,U1768,M197,2024-07-03,135,86.0,Mobile,HD
S079170,U1768,M005,2024-01-13,169,100.0,Desktop,HD
S079171,U1768,M181,2024-04-28,114,90.8,Mobile,4K
S079172,U1768,S070,2024-01-07,55,100.0,Smart TV,SD
S079173,U1768,M139,2024-07-06,129,100.0,Smart TV,4K
S079174,U1768,M082,2024-06-07,114,84.9,Smart TV,4K
S079175,U1768,S057,2024-07-11,19,84.3,Mobile,HD
S079176,U1768,M111,2024-04-01,78,81.2,Smart TV,SD
S079177,U1768,S093,2024-04-05,43,93.3,Mobile,4K
S079178,U1768,M183,2024-04-07,87,100.0,Mobile,4K
S079179,U1768,S004,2024-06-06,47,82.4,Mobile,SD
S079180,U1768,S098,2024-03-29,50,89.1,Desktop,4K
S079181,U1768,S030,2024-06-25,55,95.1,Mobile,HD
S079182,U1768,S075,2024-05-07,36,97.1,Mobile,4K
S079183,U1768,M103,2024-04-30,144,92.9,Tablet,4K
S079184,U1768,M039,2024-06-14,93,91.2,Gaming Console,SD
S079185,U1768,S015,2024-07-21,30,100.0,Mobile,4K
S079186,U1768,S012,2024-03-01,32,94.8,Smart TV,HD
S079187,U1768,S085,2024-08-29,24,94.3,Smart TV,4K
S079188,U1768,S044,2024-03-20,40,89.0,Mobile,HD
S079189,U1768,M099,2024-02-21,112,70.9,Smart TV,4K
S079190,U1768,M021,2024-02-21,122,82.7,Smart TV,4K
S079191,U1768,S008,2024-08-01,27,99.4,Mobile,SD
S079192,U1768,S062,2024-01-10,38,71.7,Desktop,SD
S079193,U1768,S083,2024-03-07,50,94.5,Mobile,HD
S079194,U1768,M146,2024-02-20,69,86.4,Smart TV,4K
S079195,U1768,M060,2024-07-17,109,89.4,Mobile,SD
S079196,U1768,M125,2024-06-28,88,53.8,Tablet,4K
S079197,U1768,M024,2024-01-23,138,87.0,Mobile,SD
S079198,U1768,S001,2024-01-22,48,96.9,Tablet,4K
S079199,U1768,S087,2024-05-31,34,62.7,Gaming Console,SD
S079200,U1768,M069,2024-08-16,116,97.8,Smart TV,HD
S079201,U1768,M080,2024-05-30,88,89.9,Mobile,4K
S079202,U1768,S006,2024-08-27,15,51.6,Smart TV,4K
S079203,U1768,M031,2024-02-24,104,100.0,Desktop,4K
S079204,U1768,M192,2024-06-23,141,100.0,Mobile,4K
S079205,U1768,M030,2024-06-18,93,64.7,Desktop,4K
S079206,U1768,S005,2024-08-04,29,100.0,Mobile,4K
S079207,U1768,M029,2024-03-12,63,51.7,Smart TV,4K
S079208,U1768,M142,2024-05-13,134,78.9,Smart TV,SD
S079209,U1768,S032,2024-08-27,33,90.4,Desktop,HD
S079210,U1768,M071,2024-08-17,102,100.0,Smart TV,4K
S079211,U1768,S069,2024-07-07,49,100.0,Mobile,HD
S079212,U1768,M119,2024-08-19,125,91.2,Smart TV,HD
S079213,U1768,M149,2024-03-22,101,85.6,Desktop,HD
S079214,U1768,M177,2024-07-20,167,100.0,Mobile,4K
S079215,U1768,M064,2024-03-20,98,87.0,Tablet,HD
S079216,U1768,M145,2024-07-23,164,99.3,Mobile,HD
S079217,U1768,M022,2024-01-29,128,87.7,Tablet,4K
S079218,U1769,M157,2024-06-16,102,100.0,Smart TV,HD
S079219,U1769,S005,2024-02-21,27,93.4,Smart TV,HD
S079220,U1769,S094,2024-07-24,32,73.3,Mobile,SD
S079221,U1769,M009,2024-02-25,90,100.0,Tablet,4K
S079222,U1769,S082,2024-07-02,40,87.0,Smart TV,HD
S079223,U1769,S040,2024-06-25,30,89.9,Mobile,HD
S079224,U1769,S045,2024-08-25,16,69.3,Mobile,SD
S079225,U1769,M109,2024-01-07,143,100.0,Mobile,SD
S079226,U1769,M077,2024-06-04,93,93.0,Mobile,SD
S079227,U1769,M172,2024-05-20,77,55.1,Tablet,HD
S079228,U1769,M074,2024-05-12,92,63.6,Desktop,HD
S079229,U1769,S074,2024-06-13,41,87.9,Desktop,HD
S079230,U1769,M102,2024-05-14,34,23.3,Smart TV,HD
S079231,U1769,S084,2024-04-04,42,79.7,Smart TV,HD
S079232,U1769,S034,2024-05-06,23,88.4,Desktop,HD
S079233,U1769,M191,2024-03-16,138,100.0,Gaming Console,4K
S079234,U1769,S057,2024-07-07,15,69.1,Tablet,4K
S079235,U1769,S002,2024-02-06,11,57.7,Desktop,4K
S079236,U1769,S040,2024-01-01,28,82.6,Smart TV,HD
S079237,U1769,M007,2024-05-10,132,97.3,Smart TV,SD
S079238,U1769,M131,2024-03-19,141,80.0,Desktop,HD
S079239,U1769,M043,2024-04-30,123,92.5,Smart TV,HD
S079240,U1769,M183,2024-06-28,63,73.4,Mobile,SD
S079241,U1769,M058,2024-07-28,173,100.0,Desktop,4K
S079242,U1769,M059,2024-03-18,91,62.5,Mobile,SD
S079243,U1769,S002,2024-04-01,13,67.7,Mobile,HD
S079244,U1769,S034,2024-08-15,23,88.5,Mobile,HD
S079245,U1769,M052,2024-03-14,106,88.5,Mobile,SD
S079246,U1769,S070,2024-02-19,35,64.6,Mobile,HD
S079247,U1769,S011,2024-05-26,25,66.3,Mobile,SD
S079248,U1769,M180,2024-01-27,61,37.1,Mobile,HD
S079249,U1769,M106,2024-03-15,85,91.0,Smart TV,SD
S079250,U1769,S051,2024-01-10,14,63.1,Mobile,HD
S079251,U1769,M080,2024-03-16,93,94.3,Smart TV,HD
S079252,U1769,S038,2024-08-17,52,100.0,Smart TV,SD
S079253,U1769,S042,2024-03-27,49,97.8,Smart TV,SD
S079254,U1769,M097,2024-02-13,65,50.1,Desktop,SD
S079255,U1769,M050,2024-04-24,58,60.8,Smart TV,HD
S079256,U1769,M104,2024-05-24,72,66.5,Desktop,SD
S079257,U1769,M102,2024-04-23,108,73.5,Smart TV,4K
S079258,U1769,M191,2024-08-13,80,58.4,Smart TV,4K
S079259,U1769,M060,2024-03-15,75,62.0,Mobile,HD
S079260,U1769,S092,2024-06-22,54,93.5,Smart TV,SD
S079261,U1770,M070,2024-01-03,49,29.0,Mobile,SD
S079262,U1770,S002,2024-01-30,13,65.9,Gaming Console,HD
S079263,U1770,M082,2024-06-21,15,11.7,Smart TV,4K
S079264,U1770,M032,2024-06-14,19,14.9,Mobile,HD
S079265,U1770,S061,2024-04-21,44,88.0,Tablet,HD
S079266,U1770,M133,2024-08-14,87,70.9,Mobile,HD
S079267,U1770,M080,2024-03-07,71,72.5,Smart TV,SD
S079268,U1770,S045,2024-08-19,17,71.6,Desktop,4K
S079269,U1770,S009,2024-07-03,21,57.9,Smart TV,HD
S079270,U1770,M191,2024-07-18,79,57.4,Smart TV,4K
S079271,U1770,S031,2024-08-19,42,71.6,Desktop,4K
S079272,U1770,M085,2024-05-09,121,81.1,Tablet,4K
S079273,U1770,M159,2024-01-23,34,35.4,Smart TV,HD
S079274,U1770,M024,2024-02-13,150,94.7,Smart TV,HD
S079275,U1770,S029,2024-08-18,28,67.7,Mobile,HD
S079276,U1770,S002,2024-07-31,14,73.1,Mobile,SD
S079277,U1770,M172,2024-05-03,70,50.1,Smart TV,4K
S079278,U1770,M041,2024-01-29,60,52.0,Mobile,HD
S079279,U1770,S062,2024-03-17,54,100.0,Mobile,SD
S079280,U1770,M071,2024-04-18,56,55.3,Gaming Console,SD
S079281,U1770,M112,2024-04-28,167,100.0,Mobile,4K
S079282,U1770,M110,2024-07-24,64,50.9,Mobile,HD
S079283,U1770,M118,2024-03-14,95,77.5,Desktop,HD
S079284,U1770,S036,2024-04-24,19,56.4,Gaming Console,SD
S079285,U1770,S087,2024-02-23,16,30.3,Mobile,SD
S079286,U1770,M198,2024-07-31,11,11.8,Smart TV,SD
S079287,U1770,M197,2024-02-28,75,47.8,Mobile,HD
S079288,U1770,S090,2024-07-10,33,67.4,Mobile,4K
S079289,U1770,S042,2024-01-16,42,83.8,Smart TV,HD
S079290,U1770,S060,2024-01-16,25,63.4,Mobile,SD
S079291,U1770,S068,2024-01-25,11,46.5,Mobile,HD
S079292,U1770,M056,2024-07-06,88,100.0,Mobile,SD
S079293,U1770,M094,2024-07-11,34,19.8,Smart TV,HD
S079294,U1770,S069,2024-05-10,30,62.3,Mobile,HD
S079295,U1770,M021,2024-01-01,139,94.3,Smart TV,HD
S079296,U1770,M133,2024-04-25,101,82.2,Desktop,HD
S079297,U1770,S080,2024-08-15,25,74.7,Mobile,HD
S079298,U1770,S058,2024-04-07,37,65.4,Desktop,SD
S079299,U1770,S076,2024-03-18,25,51.8,Tablet,4K
S079300,U1770,M060,2024-03-16,122,100.0,Tablet,HD
S079301,U1770,M113,2024-05-13,59,34.4,Mobile,SD
S079302,U1770,M107,2024-06-08,61,67.3,Mobile,HD
S079303,U1770,M097,2024-06-22,131,100.0,Mobile,HD
S079304,U1770,M014,2024-06-06,84,69.0,Mobile,SD
S079305,U1770,S077,2024-03-26,8,36.4,Mobile,HD
S079306,U1770,S035,2024-01-22,22,45.0,Smart TV,HD
S079307,U1770,S072,2024-08-09,16,80.8,Mobile,HD
S079308,U1770,S050,2024-04-09,31,80.3,Mobile,HD
S079309,U1770,M147,2024-04-25,55,59.4,Tablet,HD
S079310,U1770,S033,2024-04-08,13,47.6,Smart TV,4K
S079311,U1770,M181,2024-07-15,98,78.2,Mobile,HD
S079312,U1770,S008,2024-03-20,22,79.7,Tablet,HD
S079313,U1771,S042,2024-04-20,51,100.0,Mobile,HD
S079314,U1771,M132,2024-02-18,93,88.5,Tablet,HD
S079315,U1771,M148,2024-08-27,33,21.0,Mobile,4K
S079316,U1771,M099,2024-01-18,85,53.8,Mobile,SD
S079317,U1771,S040,2024-07-17,29,85.6,Tablet,HD
S079318,U1771,M039,2024-08-01,67,65.7,Smart TV,HD
S079319,U1771,M084,2024-08-11,110,78.2,Tablet,SD
S079320,U1771,M021,2024-06-18,124,84.2,Mobile,4K
S079321,U1771,M054,2024-06-09,83,84.9,Mobile,4K
S079322,U1771,M096,2024-01-14,71,84.0,Smart TV,HD
S079323,U1771,M160,2024-08-11,126,79.1,Smart TV,4K
S079324,U1771,S027,2024-06-15,50,100.0,Mobile,SD
S079325,U1771,M057,2024-02-25,144,97.2,Smart TV,4K
S079326,U1771,S095,2024-05-03,24,76.5,Smart TV,HD
S079327,U1771,S024,2024-02-01,32,67.5,Mobile,HD
S079328,U1771,M085,2024-01-07,134,89.6,Smart TV,HD
S079329,U1771,S067,2024-04-09,12,21.2,Mobile,HD
S079330,U1771,S002,2024-07-07,19,99.3,Mobile,SD
S079331,U1771,M119,2024-08-22,91,65.9,Mobile,HD
S079332,U1771,M062,2024-02-03,76,55.9,Tablet,4K
S079333,U1771,M101,2024-08-04,78,51.9,Mobile,HD
S079334,U1771,M195,2024-06-01,82,81.6,Desktop,HD
S079335,U1771,S028,2024-07-27,32,72.9,Mobile,HD
S079336,U1771,M190,2024-07-08,98,83.4,Smart TV,HD
S079337,U1771,M099,2024-02-06,16,10.4,Smart TV,4K
S079338,U1771,M054,2024-02-23,69,71.3,Tablet,4K
S079339,U1771,S004,2024-02-10,52,90.6,Mobile,4K
S079340,U1771,M095,2024-08-14,88,67.4,Smart TV,HD
S079341,U1771,M027,2024-03-08,78,61.2,Mobile,4K
S079342,U1771,M159,2024-08-13,69,71.8,Mobile,HD
S079343,U1771,S030,2024-05-03,48,83.8,Gaming Console,4K
S079344,U1771,S088,2024-08-17,22,39.3,Tablet,HD
S079345,U1771,S021,2024-01-20,45,100.0,Mobile,HD
S079346,U1771,M008,2024-06-18,129,83.2,Mobile,HD
S079347,U1771,M084,2024-04-13,98,70.1,Smart TV,4K
S079348,U1771,S064,2024-05-17,33,89.4,Tablet,4K
S079349,U1771,M047,2024-07-20,98,82.1,Mobile,HD
S079350,U1771,M160,2024-05-04,25,15.9,Smart TV,4K
S079351,U1771,M070,2024-07-31,139,81.5,Mobile,SD
S079352,U1771,S081,2024-03-31,24,83.8,Gaming Console,4K
S079353,U1771,S081,2024-01-05,15,52.3,Tablet,HD
S079354,U1771,M072,2024-04-30,19,15.8,Smart TV,HD
S079355,U1771,S010,2024-03-29,9,18.4,Mobile,4K
S079356,U1771,S057,2024-08-24,23,100.0,Smart TV,HD
S079357,U1771,S084,2024-08-20,26,50.8,Mobile,HD
S079358,U1771,M094,2024-02-21,126,73.3,Mobile,SD
S079359,U1771,S007,2024-06-09,51,89.5,Mobile,SD
S079360,U1771,S072,2024-03-12,20,98.2,Mobile,SD
S079361,U1771,M194,2024-08-13,104,99.6,Mobile,SD
S079362,U1771,M058,2024-01-02,155,89.6,Smart TV,HD
S079363,U1771,S014,2024-05-14,37,62.3,Smart TV,HD
S079364,U1771,M128,2024-07-27,107,75.8,Desktop,HD
S079365,U1771,S005,2024-04-29,27,96.5,Desktop,HD
S079366,U1771,S026,2024-02-18,59,100.0,Smart TV,HD
S079367,U1771,M149,2024-07-23,103,87.1,Mobile,HD
S079368,U1771,M194,2024-04-01,97,92.5,Tablet,HD
S079369,U1771,M153,2024-01-17,92,51.6,Smart TV,4K
S079370,U1771,M181,2024-06-24,18,14.4,Mobile,HD
S079371,U1771,M125,2024-07-28,164,100.0,Smart TV,SD
S079372,U1772,S022,2024-03-06,26,71.1,Mobile,SD
S079373,U1772,S050,2024-04-03,36,94.6,Smart TV,4K
S079374,U1772,M186,2024-08-02,135,87.7,Mobile,HD
S079375,U1772,M190,2024-06-03,104,88.9,Gaming Console,HD
S079376,U1772,M138,2024-07-17,98,67.0,Smart TV,HD
S079377,U1772,M067,2024-08-15,115,91.7,Mobile,SD
S079378,U1772,M113,2024-04-15,161,92.9,Tablet,4K
S079379,U1772,M053,2024-05-05,162,100.0,Mobile,SD
S079380,U1772,M068,2024-03-08,139,82.6,Smart TV,HD
S079381,U1772,M077,2024-02-06,85,84.5,Smart TV,4K
S079382,U1772,M170,2024-04-11,107,86.2,Tablet,4K
S079383,U1772,M031,2024-02-21,95,92.2,Smart TV,HD
S079384,U1772,M082,2024-02-15,81,60.5,Gaming Console,HD
S079385,U1772,M001,2024-06-13,150,83.8,Tablet,SD
S079386,U1772,M028,2024-03-13,153,87.8,Mobile,HD
S079387,U1772,S007,2024-08-29,32,55.7,Smart TV,HD
S079388,U1772,S011,2024-06-18,36,94.3,Mobile,SD
S079389,U1772,M097,2024-01-22,113,86.4,Mobile,HD
S079390,U1772,M068,2024-06-07,165,98.0,Mobile,SD
S079391,U1772,M197,2024-07-04,148,94.7,Tablet,HD
S079392,U1772,M088,2024-05-01,129,89.0,Tablet,SD
S079393,U1772,M120,2024-01-14,104,100.0,Smart TV,SD
S079394,U1772,M172,2024-01-17,115,82.3,Mobile,SD
S079395,U1772,M190,2024-03-07,112,94.9,Tablet,HD
S079396,U1772,M134,2024-07-27,95,71.7,Gaming Console,HD
S079397,U1772,M066,2024-07-13,134,100.0,Smart TV,SD
S079398,U1772,M068,2024-07-30,152,90.0,Tablet,HD
S079399,U1772,M028,2024-07-20,140,80.3,Mobile,HD
S079400,U1772,M042,2024-03-04,131,80.4,Gaming Console,SD
S079401,U1772,S100,2024-02-24,32,82.4,Smart TV,4K
S079402,U1772,M122,2024-05-16,147,93.9,Mobile,SD
S079403,U1772,S065,2024-06-06,29,65.9,Smart TV,SD
S079404,U1772,S058,2024-07-10,49,87.6,Desktop,SD
S079405,U1772,M073,2024-02-25,141,100.0,Mobile,HD
S079406,U1772,M160,2024-02-01,122,76.6,Smart TV,4K
S079407,U1772,M136,2024-03-01,58,58.6,Mobile,HD
S079408,U1772,M081,2024-04-04,139,88.2,Desktop,4K
S079409,U1772,S006,2024-05-25,30,100.0,Desktop,SD
S079410,U1772,S072,2024-08-22,17,84.8,Mobile,HD
S079411,U1772,M106,2024-02-06,55,59.4,Smart TV,SD
S079412,U1772,M130,2024-01-15,126,92.2,Smart TV,4K
S079413,U1772,S078,2024-06-10,24,97.6,Smart TV,SD
S079414,U1772,M026,2024-07-10,153,93.9,Smart TV,HD
S079415,U1772,S083,2024-08-20,47,90.5,Smart TV,SD
S079416,U1772,M099,2024-01-07,159,100.0,Smart TV,4K
S079417,U1772,M114,2024-08-20,136,88.9,Smart TV,HD
S079418,U1772,S034,2024-07-28,27,100.0,Smart TV,4K
S079419,U1772,M129,2024-02-15,93,86.1,Mobile,HD
S079420,U1772,S039,2024-08-31,52,100.0,Tablet,HD
S079421,U1772,S041,2024-08-18,31,93.7,Desktop,4K
S079422,U1772,M116,2024-06-13,110,81.4,Desktop,4K
S079423,U1772,M008,2024-05-23,144,93.3,Mobile,HD
S079424,U1772,M159,2024-04-28,97,100.0,Mobile,SD
S079425,U1772,S076,2024-04-13,48,98.1,Tablet,SD
S079426,U1772,S069,2024-02-12,45,93.4,Smart TV,HD
S079427,U1772,S030,2024-07-07,58,100.0,Mobile,SD
S079428,U1772,M029,2024-08-04,92,75.4,Smart TV,4K
S079429,U1772,M106,2024-01-25,64,69.0,Mobile,HD
S079430,U1772,M194,2024-03-12,103,98.6,Desktop,4K
S079431,U1772,M077,2024-06-01,101,100.0,Mobile,HD
S079432,U1772,S056,2024-06-14,35,59.4,Tablet,HD
S079433,U1772,M066,2024-07-27,134,100.0,Tablet,4K
S079434,U1772,S007,2024-07-31,29,51.4,Desktop,HD
S079435,U1772,M052,2024-04-08,114,95.2,Smart TV,4K
S079436,U1772,M077,2024-08-22,95,94.5,Mobile,4K
S079437,U1772,S100,2024-03-30,38,97.5,Mobile,HD
S079438,U1772,M086,2024-08-18,130,100.0,Smart TV,4K
S079439,U1772,M172,2024-01-08,94,67.1,Desktop,4K
S079440,U1772,S015,2024-04-21,19,65.3,Desktop,HD
S079441,U1772,M012,2024-07-05,74,71.2,Mobile,HD
S079442,U1773,M101,2024-07-08,79,52.5,Smart TV,HD
S079443,U1773,M127,2024-06-03,122,68.4,Smart TV,HD
S079444,U1773,M116,2024-03-02,66,49.0,Smart TV,HD
S079445,U1773,M037,2024-08-19,21,23.6,Mobile,HD
S079446,U1773,M122,2024-08-22,103,65.6,Mobile,SD
S079447,U1773,M118,2024-04-02,106,86.9,Tablet,4K
S079448,U1773,S036,2024-08-27,14,42.6,Smart TV,HD
S079449,U1773,M168,2024-06-30,105,75.5,Gaming Console,SD
S079450,U1773,M041,2024-02-21,100,85.9,Tablet,4K
S079451,U1773,M019,2024-04-16,47,57.4,Smart TV,SD
S079452,U1773,S031,2024-04-03,55,94.8,Tablet,HD
S079453,U1773,M075,2024-06-22,125,100.0,Smart TV,HD
S079454,U1773,M085,2024-01-27,143,95.3,Mobile,4K
S079455,U1773,M103,2024-04-30,122,78.7,Smart TV,4K
S079456,U1773,M128,2024-07-07,110,77.5,Tablet,HD
S079457,U1773,M148,2024-04-18,111,70.3,Mobile,4K
S079458,U1773,M096,2024-06-02,22,26.1,Desktop,HD
S079459,U1773,M033,2024-05-17,87,73.6,Tablet,4K
S079460,U1773,S051,2024-06-12,17,74.2,Mobile,HD
S079461,U1773,M049,2024-02-25,126,100.0,Mobile,HD
S079462,U1773,M173,2024-04-06,150,91.8,Mobile,SD
S079463,U1773,M138,2024-04-07,116,79.1,Tablet,HD
S079464,U1773,S050,2024-07-03,36,93.4,Desktop,4K
S079465,U1773,M171,2024-02-14,86,59.0,Desktop,4K
S079466,U1773,M192,2024-05-31,15,11.0,Smart TV,SD
S079467,U1773,M112,2024-02-10,167,100.0,Smart TV,4K
S079468,U1773,S016,2024-03-18,16,29.3,Tablet,SD
S079469,U1773,M135,2024-03-04,128,74.5,Mobile,HD
S079470,U1773,S082,2024-05-01,24,53.2,Mobile,SD
S079471,U1773,S024,2024-05-07,16,35.0,Gaming Console,HD
S079472,U1773,S026,2024-02-05,52,89.8,Desktop,HD
S079473,U1773,M174,2024-07-28,69,85.4,Smart TV,4K
S079474,U1773,S097,2024-07-09,21,54.2,Mobile,4K
S079475,U1773,M057,2024-03-08,76,51.6,Desktop,HD
S079476,U1773,M120,2024-05-24,52,50.1,Smart TV,SD
S079477,U1773,M035,2024-07-19,27,24.4,Mobile,HD
S079478,U1773,S005,2024-04-18,21,72.5,Smart TV,HD
S079479,U1773,M049,2024-01-16,119,94.5,Gaming Console,HD
S079480,U1773,M112,2024-07-13,125,75.2,Mobile,HD
S079481,U1773,S100,2024-05-15,6,15.7,Gaming Console,SD
S079482,U1773,M085,2024-06-08,150,100.0,Tablet,SD
S079483,U1773,S094,2024-03-29,44,99.9,Tablet,4K
S079484,U1773,M019,2024-02-18,63,76.3,Tablet,4K
S079485,U1773,S096,2024-07-12,9,15.4,Smart TV,4K
S079486,U1773,S069,2024-03-03,49,100.0,Smart TV,4K
S079487,U1774,S034,2024-05-30,26,96.4,Smart TV,4K
S079488,U1774,M191,2024-08-10,118,85.6,Mobile,SD
S079489,U1774,M030,2024-06-10,28,19.8,Mobile,SD
S079490,U1774,S021,2024-02-13,30,68.7,Smart TV,HD
S079491,U1774,M144,2024-06-13,69,62.9,Smart TV,HD
S079492,U1774,S012,2024-07-16,17,51.4,Mobile,4K
S079493,U1774,M010,2024-07-24,70,40.7,Mobile,4K
S079494,U1774,M022,2024-01-08,84,57.5,Desktop,4K
S079495,U1774,M120,2024-06-22,104,100.0,Smart TV,HD
S079496,U1774,S030,2024-05-28,57,99.4,Mobile,HD
S079497,U1774,M081,2024-03-20,36,22.9,Smart TV,SD
S079498,U1774,M053,2024-01-05,42,26.3,Smart TV,SD
S079499,U1774,S077,2024-03-01,17,74.0,Smart TV,SD
S079500,U1774,M197,2024-07-04,102,65.0,Smart TV,4K
S079501,U1774,S017,2024-03-31,26,68.5,Mobile,SD
S079502,U1774,M001,2024-08-05,116,65.3,Tablet,4K
S079503,U1774,S065,2024-05-16,25,56.9,Smart TV,HD
S079504,U1774,M069,2024-03-05,61,51.9,Smart TV,HD
S079505,U1774,M041,2024-08-22,59,50.9,Desktop,4K
S079506,U1774,S015,2024-01-15,15,52.7,Mobile,HD
S079507,U1774,M022,2024-07-31,121,82.4,Mobile,HD
S079508,U1774,S015,2024-07-17,12,42.9,Mobile,HD
S079509,U1774,M066,2024-04-12,129,96.3,Mobile,SD
S079510,U1774,S082,2024-05-28,42,91.8,Smart TV,4K
S079511,U1774,M131,2024-03-25,65,37.2,Smart TV,SD
S079512,U1774,M094,2024-06-06,136,78.9,Desktop,SD
S079513,U1774,M006,2024-05-18,134,85.8,Desktop,4K
S079514,U1774,M041,2024-06-06,58,50.0,Mobile,HD
S079515,U1774,M144,2024-04-01,56,51.3,Desktop,4K
S079516,U1774,M111,2024-03-17,94,97.3,Smart TV,HD
S079517,U1774,S078,2024-05-24,21,85.0,Desktop,HD
S079518,U1774,M033,2024-07-11,74,62.3,Tablet,SD
S079519,U1774,M070,2024-02-01,135,79.3,Desktop,HD
