user_id,age,country,subscription_type,registration_date,total_watch_time_hours,registration_month,total_sessions,avg_session_duration,total_session_minutes,avg_completion_rate,high_engagement_rate,weekend_usage_rate,movie_preference_rate,content_variety
U2682,32,Argentina,Standard,2023-11-20,269.0,2023-11,103,108.09,11133,90.33,0.74,0.42,0.78,49
U2683,51,Colombia,Premium,2023-02-11,130.9,2023-02,31,111.68,3462,88.89,0.68,0.29,0.87,13
U2684,38,Argentina,Basic,2023-12-16,11.1,2023-12,101,81.65,8247,73.39,0.54,0.27,0.73,52
U2685,18,Colombia,Basic,2023-10-26,225.8,2023-10,98,60.37,5916,60.2,0.09,0.38,0.64,48
U2686,30,Argentina,Standard,2023-10-05,89.2,2023-10,20,77.6,1552,86.52,0.75,0.0,0.6,10
U2687,49,Colombia,Basic,2022-08-25,337.0,2022-08,85,70.98,6033,61.05,0.21,0.22,0.88,37
U2688,21,Chile,Basic,2022-03-14,522.0,2022-03,32,80.53,2577,63.29,0.22,0.34,0.97,14
U2689,27,Argentina,Premium,2022-11-22,1092.0,2022-11,175,96.04,16807,92.58,0.75,0.29,0.67,79
U2690,23,Colombia,Basic,2022-07-14,422.8,2022-07,61,61.9,3776,59.59,0.2,0.33,0.79,31
U2691,38,Colombia,Standard,2022-10-30,304.2,2022-10,107,95.05,10170,90.84,0.77,0.37,0.76,48
U2692,47,Colombia,Premium,2023-11-09,819.6,2023-11,38,90.0,3420,88.74,0.76,0.24,0.82,16
U2693,46,Colombia,Premium,2022-01-03,879.7,2022-01,90,86.34,7771,87.69,0.73,0.26,0.64,44
U2694,54,Argentina,Premium,2023-12-13,583.7,2023-12,116,80.0,9280,86.76,0.64,0.29,0.58,62
U2695,25,Argentina,Standard,2022-11-05,77.6,2022-11,68,87.16,5927,83.59,0.56,0.24,0.82,31
U2696,49,Argentina,Premium,2022-06-07,278.0,2022-06,134,98.23,13163,90.19,0.78,0.32,0.72,63
U2697,44,Argentina,Premium,2023-06-22,763.3,2023-06,177,93.6,16567,86.77,0.66,0.27,0.73,76
U2698,59,Colombia,Standard,2022-05-12,406.1,2022-05,60,74.0,4440,71.09,0.42,0.27,0.67,32
U2699,63,Colombia,Standard,2023-03-13,528.1,2023-03,59,71.85,4239,72.46,0.36,0.34,0.66,31
U2700,22,Chile,Standard,2023-07-04,76.7,2023-07,109,84.28,9186,73.35,0.43,0.3,0.72,47
U2701,37,Chile,Premium,2023-05-14,629.7,2023-05,162,105.45,17083,89.02,0.71,0.33,0.83,71
U2702,61,Mexico,Basic,2024-02-11,381.7,2024-02,46,72.67,3343,62.05,0.3,0.39,0.74,24
U2703,28,Mexico,Basic,2023-11-26,162.4,2023-11,75,77.07,5780,74.96,0.45,0.37,0.73,38
U2704,37,Chile,Premium,2022-11-15,423.5,2022-11,131,97.15,12727,88.99,0.71,0.24,0.75,57
U2705,38,Mexico,Standard,2023-06-14,195.2,2023-06,51,91.29,4656,87.74,0.69,0.33,0.73,28
U2706,31,Peru,Basic,2022-04-15,426.8,2022-04,30,75.5,2265,74.29,0.37,0.13,0.7,16
U2707,48,Argentina,Standard,2022-02-08,350.9,2022-02,38,97.47,3704,79.07,0.53,0.32,0.92,16
U2708,36,Peru,Standard,2023-03-28,258.6,2023-03,108,88.94,9606,88.03,0.71,0.3,0.68,54
U2709,50,Colombia,Standard,2022-11-10,288.7,2022-11,108,72.9,7873,74.52,0.41,0.2,0.69,51
U2710,46,Colombia,Standard,2022-11-25,518.1,2022-11,116,70.34,8160,66.82,0.24,0.25,0.67,53
U2711,37,Mexico,Standard,2023-07-11,215.2,2023-07,111,92.54,10272,83.17,0.54,0.22,0.75,50
U2712,19,Mexico,Basic,2024-03-01,524.3,2024-03,48,63.35,3041,57.8,0.12,0.27,0.71,21
U2713,57,Colombia,Premium,2023-12-19,89.0,2023-12,44,89.84,3953,80.92,0.43,0.36,0.77,25
U2714,31,Mexico,Premium,2023-12-04,639.3,2023-12,178,101.55,18076,89.89,0.76,0.29,0.8,72
U2715,36,Argentina,Standard,2022-08-30,341.5,2022-08,115,99.44,11436,85.84,0.66,0.29,0.81,57
U2716,38,Argentina,Basic,2023-12-06,98.2,2023-12,32,92.59,2963,88.3,0.62,0.28,0.75,16
U2717,33,Colombia,Basic,2023-10-27,472.6,2023-10,44,79.61,3503,67.0,0.23,0.16,0.84,23
U2718,45,Mexico,Standard,2022-10-24,277.6,2022-10,147,77.14,11340,77.16,0.4,0.44,0.71,64
U2719,34,Chile,Standard,2023-05-06,535.8,2023-05,131,83.18,10896,81.61,0.56,0.16,0.73,63
U2720,42,Argentina,Standard,2023-12-17,487.8,2023-12,146,87.48,12772,75.74,0.53,0.25,0.79,61
U2721,47,Colombia,Standard,2022-09-24,130.6,2022-09,120,81.55,9786,81.13,0.54,0.26,0.68,54
U2722,34,Colombia,Premium,2023-08-22,242.5,2023-08,49,99.18,4860,87.77,0.63,0.2,0.73,24
U2723,38,Colombia,Standard,2022-01-07,339.1,2022-01,24,62.92,1510,89.62,0.83,0.38,0.42,13
U2724,36,Argentina,Standard,2023-12-13,559.8,2023-12,19,97.47,1852,92.56,0.79,0.79,0.63,10
U2725,54,Argentina,Premium,2022-06-26,60.4,2022-06,37,96.46,3569,86.71,0.7,0.27,0.78,18
U2726,57,Mexico,Basic,2022-08-15,302.2,2022-08,82,80.82,6627,70.19,0.33,0.29,0.77,40
U2727,63,Mexico,Basic,2023-10-09,288.4,2023-10,14,94.36,1321,66.99,0.36,0.21,1.0,8
U2728,31,Mexico,Premium,2022-12-27,192.0,2022-12,164,87.94,14422,88.16,0.68,0.16,0.66,71
U2729,22,Argentina,Standard,2023-05-06,199.4,2023-05,148,81.52,12065,74.86,0.42,0.34,0.72,65
U2730,29,Argentina,Basic,2022-09-21,253.5,2022-09,32,78.56,2514,77.83,0.5,0.38,0.53,15
U2731,38,Colombia,Premium,2023-03-14,498.3,2023-03,159,103.98,16533,91.69,0.74,0.28,0.75,71
U2732,53,Mexico,Basic,2022-04-26,435.5,2022-04,58,70.9,4112,67.28,0.28,0.26,0.71,31
U2733,25,Mexico,Standard,2023-08-01,503.4,2023-08,92,98.42,9055,89.43,0.75,0.28,0.79,38
U2734,42,Chile,Basic,2022-08-13,64.9,2022-08,32,70.5,2256,69.52,0.31,0.25,0.69,15
U2735,64,Colombia,Standard,2022-07-13,117.5,2022-07,47,86.15,4049,71.5,0.36,0.13,0.79,23
U2736,18,Mexico,Standard,2024-01-22,164.8,2024-01,117,78.74,9212,75.58,0.44,0.32,0.72,46
U2737,42,Peru,Basic,2022-10-13,91.2,2022-10,118,75.74,8937,71.11,0.3,0.29,0.75,51
U2738,39,Colombia,Standard,2023-07-21,580.4,2023-07,36,86.97,3131,80.66,0.44,0.36,0.75,19
U2739,43,Mexico,Standard,2023-02-16,223.8,2023-02,107,83.1,8892,76.43,0.33,0.19,0.75,49
U2740,48,Colombia,Basic,2023-04-06,400.2,2023-04,105,69.48,7295,66.63,0.29,0.25,0.71,49
U2741,56,Chile,Basic,2023-06-26,243.8,2023-06,86,74.91,6442,63.11,0.27,0.44,0.83,37
U2742,63,Mexico,Standard,2023-06-25,224.6,2023-06,68,82.78,5629,77.79,0.41,0.25,0.78,34
U2743,58,Mexico,Basic,2022-02-15,407.6,2022-02,69,68.72,4742,66.36,0.29,0.26,0.67,34
U2744,44,Colombia,Basic,2022-02-10,344.4,2022-02,84,73.71,6192,59.63,0.11,0.26,0.89,37
U2745,41,Colombia,Basic,2023-01-01,179.3,2023-01,102,75.49,7700,65.73,0.3,0.23,0.84,44
U2746,42,Peru,Basic,2023-08-04,129.0,2023-08,102,64.89,6619,65.4,0.23,0.28,0.63,46
U2747,20,Mexico,Standard,2022-01-26,535.4,2022-01,101,88.17,8905,80.3,0.46,0.23,0.72,50
U2748,19,Peru,Basic,2023-09-22,425.3,2023-09,97,72.29,7012,65.39,0.31,0.25,0.75,48
U2749,42,Argentina,Basic,2023-07-21,344.5,2023-07,48,68.65,3295,68.1,0.1,0.25,0.73,23
U2750,63,Argentina,Standard,2022-06-28,246.1,2022-06,64,77.78,4978,73.28,0.41,0.17,0.78,31
U2751,64,Chile,Basic,2022-03-05,392.4,2022-03,118,72.69,8578,69.33,0.23,0.34,0.74,52
U2752,23,Mexico,Standard,2022-01-15,87.8,2022-01,22,69.09,1520,70.6,0.14,0.23,0.73,12
U2753,39,Mexico,Basic,2023-10-12,38.8,2023-10,37,63.78,2360,66.65,0.3,0.19,0.73,18
U2754,52,Chile,Premium,2022-10-15,742.4,2022-10,30,110.77,3323,87.87,0.6,0.37,0.9,16
U2755,36,Mexico,Basic,2023-04-15,439.5,2023-04,67,79.85,5350,75.69,0.46,0.16,0.72,36
U2756,23,Colombia,Standard,2023-08-21,110.2,2023-08,109,84.74,9237,76.54,0.45,0.23,0.73,52
U2757,35,Colombia,Basic,2024-01-18,381.8,2024-01,106,78.91,8364,73.81,0.39,0.24,0.73,47
U2758,42,Argentina,Premium,2022-06-23,478.7,2022-06,57,84.12,4795,86.29,0.6,0.28,0.65,30
U2759,38,Peru,Standard,2023-04-13,386.0,2023-04,121,93.55,11319,85.17,0.6,0.27,0.68,55
U2760,53,Mexico,Basic,2024-01-17,28.3,2024-01,94,78.3,7360,75.96,0.47,0.38,0.74,45
U2761,47,Colombia,Standard,2024-02-10,321.4,2024-02,46,86.17,3964,78.11,0.39,0.46,0.67,20
U2762,36,Argentina,Premium,2022-08-16,849.4,2022-08,182,90.36,16446,87.59,0.69,0.17,0.74,82
U2763,54,Colombia,Premium,2022-11-01,190.1,2022-11,148,89.77,13286,84.98,0.6,0.28,0.68,75
U2764,47,Mexico,Basic,2023-08-29,311.3,2023-08,76,69.74,5300,64.21,0.18,0.22,0.84,33
U2765,21,Mexico,Standard,2022-03-16,552.7,2022-03,96,81.62,7836,73.74,0.41,0.23,0.76,42
U2766,50,Argentina,Standard,2022-09-04,19.6,2022-09,70,68.66,4806,71.15,0.39,0.27,0.64,35
U2767,46,Colombia,Basic,2022-11-28,66.5,2022-11,112,64.0,7168,60.5,0.21,0.2,0.69,51
U2768,63,Argentina,Standard,2024-02-04,350.8,2024-02,53,77.7,4118,68.7,0.42,0.17,0.91,23
U2769,20,Argentina,Standard,2022-10-04,415.8,2022-10,115,81.92,9421,75.98,0.48,0.3,0.75,49
U2770,28,Argentina,Premium,2022-12-09,628.5,2022-12,80,84.24,6739,88.46,0.71,0.28,0.61,42
U2771,55,Chile,Standard,2023-10-18,287.7,2023-10,35,88.31,3091,86.76,0.77,0.46,0.57,20
U2772,65,Mexico,Basic,2022-08-04,166.8,2022-08,46,71.96,3310,67.46,0.3,0.39,0.67,22
U2773,44,Peru,Premium,2022-05-30,420.4,2022-05,131,94.49,12378,84.29,0.58,0.3,0.73,58
U2774,64,Peru,Basic,2023-01-05,346.2,2023-01,120,68.42,8210,61.44,0.32,0.35,0.76,54
U2775,29,Argentina,Standard,2023-03-22,280.9,2023-03,128,107.38,13745,88.87,0.66,0.32,0.77,60
U2776,34,Colombia,Basic,2022-04-20,410.6,2022-04,98,84.77,8307,74.62,0.35,0.28,0.74,45
U2777,58,Chile,Premium,2022-10-23,146.6,2022-10,91,95.97,8733,87.03,0.65,0.24,0.71,42
U2778,42,Argentina,Standard,2022-02-09,369.9,2022-02,140,76.51,10712,70.91,0.36,0.34,0.71,64
U2779,59,Chile,Basic,2022-11-11,367.8,2022-11,96,69.68,6689,65.77,0.28,0.29,0.76,47
U2780,63,Argentina,Basic,2023-12-28,419.7,2023-12,45,76.07,3423,66.62,0.27,0.24,0.78,23
U2781,42,Peru,Basic,2023-03-26,398.4,2023-03,107,66.73,7140,65.76,0.24,0.19,0.74,54
U2782,65,Chile,Standard,2023-04-25,472.0,2023-04,82,93.38,7657,76.66,0.39,0.27,0.84,39
U2783,40,Chile,Premium,2022-08-29,466.5,2022-08,55,86.73,4770,87.61,0.71,0.18,0.55,28
U2784,20,Argentina,Basic,2023-07-30,464.8,2023-07,48,75.73,3635,68.94,0.33,0.27,0.83,23
U2785,36,Mexico,Basic,2022-10-31,212.1,2022-10,103,79.81,8220,73.83,0.34,0.26,0.79,44
U2786,64,Argentina,Standard,2022-10-01,115.3,2022-10,154,85.86,13222,75.47,0.42,0.28,0.79,64
U2787,27,Colombia,Premium,2022-04-02,994.6,2022-04,80,101.88,8150,91.84,0.79,0.4,0.72,42
U2788,34,Mexico,Basic,2023-01-19,252.1,2023-01,92,76.04,6996,72.04,0.46,0.37,0.68,48
U2789,29,Mexico,Basic,2022-09-04,202.2,2022-09,113,80.7,9119,77.55,0.53,0.3,0.73,47
U2790,34,Colombia,Standard,2022-07-08,484.6,2022-07,139,97.94,13613,87.58,0.68,0.34,0.73,65
U2791,34,Mexico,Standard,2022-03-19,202.5,2022-03,93,96.26,8952,88.38,0.7,0.42,0.71,47
U2792,51,Mexico,Standard,2023-12-17,128.5,2023-12,106,65.64,6958,65.58,0.28,0.22,0.69,51
U2793,24,Chile,Standard,2023-07-12,350.8,2023-07,119,91.4,10877,76.67,0.48,0.43,0.78,60
U2794,39,Mexico,Standard,2022-12-12,282.0,2022-12,97,97.57,9464,88.16,0.77,0.3,0.78,42
U2795,53,Mexico,Premium,2023-03-09,794.1,2023-03,34,83.44,2837,84.63,0.53,0.38,0.68,16
U2796,24,Argentina,Basic,2023-02-20,294.0,2023-02,69,60.58,4180,57.62,0.17,0.35,0.72,34
U2797,18,Colombia,Standard,2022-01-26,411.4,2022-01,81,73.05,5917,76.35,0.52,0.25,0.69,40
U2798,47,Chile,Premium,2023-11-25,597.6,2023-11,118,90.14,10636,89.73,0.8,0.19,0.64,56
U2799,58,Argentina,Premium,2024-01-16,466.0,2024-01,99,88.2,8732,85.66,0.6,0.27,0.71,47
U2800,51,Argentina,Standard,2023-09-07,225.2,2023-09,128,91.59,11723,77.85,0.46,0.25,0.8,60
U2801,28,Colombia,Standard,2023-02-21,62.8,2023-02,123,88.98,10944,87.56,0.64,0.24,0.72,56
U2802,59,Argentina,Standard,2023-08-30,521.7,2023-08,158,79.61,12579,73.4,0.32,0.21,0.75,65
U2803,31,Argentina,Basic,2023-08-03,155.9,2023-08,67,75.36,5049,81.14,0.49,0.33,0.61,34
U2804,37,Argentina,Basic,2023-10-16,213.3,2023-10,122,80.43,9813,77.41,0.46,0.32,0.74,56
U2805,34,Argentina,Premium,2023-03-10,919.1,2023-03,126,93.25,11749,89.66,0.79,0.25,0.72,60
U2806,58,Chile,Basic,2023-11-16,229.1,2023-11,19,85.05,1616,71.96,0.26,0.37,0.84,9
U2807,54,Argentina,Standard,2022-12-15,355.8,2022-12,41,67.07,2750,69.92,0.41,0.44,0.61,21
U2808,65,Mexico,Basic,2023-09-10,370.2,2023-09,43,58.56,2518,54.62,0.16,0.21,0.7,23
U2809,37,Chile,Basic,2024-01-20,229.3,2024-01,90,87.79,7901,72.72,0.44,0.3,0.79,37
U2810,27,Chile,Basic,2022-10-29,331.0,2022-10,70,72.54,5078,79.57,0.5,0.41,0.66,36
U2811,37,Mexico,Basic,2022-02-27,393.9,2022-02,70,83.24,5827,81.92,0.46,0.21,0.64,34
U2812,32,Colombia,Premium,2024-01-24,945.9,2024-01,145,89.49,12976,88.02,0.7,0.28,0.7,62
U2813,23,Argentina,Standard,2023-11-06,42.4,2023-11,58,76.83,4456,72.02,0.43,0.31,0.69,30
U2814,49,Colombia,Basic,2023-05-02,398.5,2023-05,105,75.55,7933,69.9,0.32,0.33,0.75,51
U2815,34,Mexico,Standard,2024-01-14,502.6,2024-01,19,80.84,1536,85.91,0.74,0.42,0.74,11
U2816,30,Colombia,Basic,2022-12-18,28.4,2022-12,94,73.52,6911,71.34,0.3,0.29,0.67,47
U2817,46,Mexico,Premium,2023-09-05,826.2,2023-09,156,98.03,15293,87.37,0.64,0.28,0.79,70
U2818,43,Peru,Basic,2022-11-01,141.5,2022-11,57,61.47,3504,59.3,0.16,0.4,0.77,26
U2819,24,Argentina,Basic,2022-10-01,139.4,2022-10,29,61.59,1786,58.96,0.17,0.17,0.79,15
U2820,38,Argentina,Basic,2022-07-06,225.8,2022-07,44,79.23,3486,71.48,0.34,0.25,0.77,24
U2821,25,Chile,Basic,2023-01-21,26.3,2023-01,78,80.92,6312,75.59,0.36,0.35,0.69,36
U2822,46,Colombia,Standard,2024-02-07,483.6,2024-02,94,90.51,8508,79.75,0.57,0.26,0.81,45
U2823,51,Mexico,Standard,2022-01-25,170.3,2022-01,23,63.61,1463,78.71,0.57,0.3,0.48,16
U2824,37,Chile,Standard,2022-12-26,214.6,2022-12,128,101.09,12939,87.97,0.67,0.25,0.77,58
U2825,62,Colombia,Basic,2022-10-23,53.1,2022-10,18,89.44,1610,64.1,0.17,0.17,0.89,8
U2826,25,Mexico,Standard,2022-07-16,410.0,2022-07,126,81.52,10272,82.88,0.52,0.33,0.71,58
U2827,18,Peru,Premium,2023-11-28,434.0,2023-11,79,95.1,7513,91.11,0.8,0.35,0.63,35
U2828,19,Mexico,Premium,2023-02-03,199.4,2023-02,112,88.43,9904,85.16,0.55,0.33,0.71,51
U2829,65,Argentina,Basic,2023-02-13,140.0,2023-02,108,68.65,7414,66.64,0.23,0.3,0.72,54
U2830,63,Argentina,Basic,2022-06-13,231.2,2022-06,21,57.33,1204,53.53,0.14,0.05,0.76,10
U2831,65,Mexico,Standard,2022-12-11,219.5,2022-12,91,79.41,7226,72.02,0.35,0.26,0.79,45
U2832,22,Chile,Basic,2022-08-25,203.3,2022-08,69,56.3,3885,59.92,0.19,0.16,0.62,38
U2833,43,Mexico,Standard,2023-04-24,419.3,2023-04,23,84.91,1953,86.06,0.48,0.35,0.65,11
U2834,53,Argentina,Standard,2023-06-12,91.5,2023-06,119,77.24,9192,73.43,0.35,0.27,0.76,53
U2835,48,Argentina,Premium,2022-02-20,487.8,2022-02,115,83.74,9630,83.66,0.53,0.23,0.67,58
U2836,53,Peru,Standard,2023-01-27,29.8,2023-01,131,79.56,10422,71.91,0.43,0.26,0.78,61
U2837,29,Colombia,Basic,2023-12-15,49.3,2023-12,88,75.9,6679,74.16,0.45,0.19,0.61,43
U2838,62,Mexico,Standard,2024-01-17,45.8,2024-01,64,83.91,5370,75.04,0.28,0.42,0.78,31
U2839,30,Colombia,Standard,2022-06-24,316.4,2022-06,65,80.09,5206,89.38,0.74,0.35,0.62,32
U2840,23,Mexico,Standard,2022-02-11,320.2,2022-02,53,94.11,4988,79.09,0.49,0.28,0.74,26
U2841,41,Chile,Premium,2022-03-30,399.1,2022-03,115,90.28,10382,86.88,0.66,0.26,0.8,52
U2842,35,Peru,Standard,2023-04-08,108.3,2023-04,98,90.44,8863,84.21,0.54,0.23,0.7,49
U2843,48,Mexico,Basic,2023-05-31,145.6,2023-05,101,64.87,6552,63.29,0.23,0.34,0.69,50
U2844,48,Chile,Standard,2023-04-28,282.3,2023-04,107,78.75,8426,73.56,0.43,0.33,0.74,52
U2845,35,Argentina,Standard,2023-06-27,395.4,2023-06,27,84.81,2290,87.94,0.59,0.48,0.63,14
U2846,47,Argentina,Basic,2023-11-22,375.8,2023-11,72,70.56,5080,66.47,0.32,0.28,0.71,36
U2847,54,Argentina,Standard,2022-03-26,362.5,2022-03,61,88.54,5401,81.45,0.57,0.28,0.74,28
U2848,56,Mexico,Basic,2023-06-08,428.4,2023-06,23,91.83,2112,73.51,0.26,0.26,0.96,10
U2849,46,Colombia,Standard,2023-08-06,477.8,2023-08,78,91.86,7165,81.72,0.49,0.36,0.77,37
U2850,52,Argentina,Premium,2023-06-11,884.8,2023-06,128,98.72,12636,90.16,0.77,0.33,0.69,57
U2851,47,Peru,Basic,2023-08-29,38.2,2023-08,88,64.16,5646,61.76,0.32,0.48,0.78,42
U2852,25,Mexico,Standard,2022-04-06,27.3,2022-04,98,90.72,8891,83.97,0.52,0.15,0.74,46
U2853,19,Colombia,Basic,2024-01-28,311.5,2024-01,39,58.62,2286,57.12,0.13,0.15,0.67,21
U2854,43,Peru,Standard,2023-06-25,136.6,2023-06,56,89.41,5007,78.33,0.43,0.21,0.8,27
U2855,61,Argentina,Premium,2023-03-16,538.4,2023-03,138,87.27,12043,86.5,0.63,0.27,0.68,64
U2856,65,Mexico,Premium,2023-08-22,697.8,2023-08,160,95.4,15264,83.94,0.54,0.18,0.8,71
U2857,28,Argentina,Basic,2022-03-24,477.3,2022-03,71,73.99,5253,76.38,0.48,0.45,0.58,33
U2858,47,Colombia,Basic,2022-07-31,413.2,2022-07,29,59.1,1714,44.51,0.14,0.28,0.9,14
U2859,24,Peru,Standard,2022-05-30,560.0,2022-05,79,71.38,5639,69.81,0.38,0.23,0.75,42
U2860,24,Peru,Basic,2022-07-09,133.3,2022-07,36,71.92,2589,64.09,0.25,0.25,0.81,19
U2861,61,Chile,Standard,2022-07-04,495.1,2022-07,43,83.72,3600,73.12,0.47,0.3,0.81,24
U2862,46,Peru,Basic,2024-01-19,218.3,2024-01,105,62.1,6520,60.05,0.13,0.29,0.76,50
U2863,57,Colombia,Premium,2022-08-09,607.1,2022-08,111,84.83,9416,89.13,0.8,0.23,0.6,54
U2864,21,Mexico,Basic,2023-04-02,27.4,2023-04,27,83.3,2249,67.25,0.33,0.15,0.96,12
U2865,21,Mexico,Premium,2023-10-27,514.3,2023-10,142,89.4,12695,86.02,0.65,0.23,0.71,64
U2866,38,Peru,Standard,2022-01-10,389.7,2022-01,74,88.2,6527,90.45,0.78,0.36,0.65,36
U2867,39,Peru,Premium,2023-06-13,893.2,2023-06,43,95.19,4093,93.47,0.86,0.3,0.65,23
U2868,52,Argentina,Standard,2023-09-13,180.9,2023-09,88,77.48,6818,72.48,0.43,0.3,0.74,43
U2869,56,Colombia,Standard,2022-04-25,169.3,2022-04,51,65.82,3357,71.09,0.39,0.41,0.69,26
U2870,36,Colombia,Premium,2022-04-26,201.6,2022-04,123,103.76,12762,92.91,0.85,0.31,0.8,54
U2871,50,Mexico,Premium,2023-03-16,225.2,2023-03,129,101.63,13110,88.84,0.67,0.33,0.77,56
U2872,51,Mexico,Standard,2022-12-05,96.6,2022-12,40,77.62,3105,74.07,0.48,0.32,0.7,22
U2873,50,Argentina,Basic,2023-12-24,255.2,2023-12,115,74.88,8611,67.4,0.31,0.3,0.73,58
U2874,25,Mexico,Basic,2023-11-22,74.7,2023-11,102,82.89,8455,81.0,0.54,0.39,0.72,45
U2875,47,Colombia,Basic,2022-01-21,304.5,2022-01,99,73.23,7250,70.79,0.21,0.3,0.76,49
U2876,45,Colombia,Basic,2022-12-01,362.2,2022-12,69,69.23,4777,62.94,0.14,0.33,0.75,31
U2877,61,Chile,Premium,2024-02-03,740.8,2024-02,131,91.4,11974,86.78,0.63,0.31,0.72,66
U2878,59,Argentina,Basic,2022-10-15,395.3,2022-10,93,65.47,6089,64.7,0.33,0.19,0.65,49
U2879,29,Argentina,Basic,2022-11-16,358.7,2022-11,17,88.47,1504,73.68,0.35,0.06,0.88,9
U2880,31,Peru,Basic,2022-08-03,284.9,2022-08,77,76.21,5868,71.35,0.38,0.26,0.79,34
U2881,28,Argentina,Standard,2023-07-06,526.0,2023-07,105,92.12,9673,87.96,0.74,0.24,0.77,46
U2882,28,Argentina,Basic,2022-06-08,534.8,2022-06,115,75.6,8694,73.55,0.5,0.26,0.77,55
U2883,65,Chile,Premium,2023-02-07,488.7,2023-02,106,88.93,9427,88.85,0.75,0.31,0.72,48
U2884,60,Argentina,Basic,2023-06-20,355.4,2023-06,37,63.24,2340,58.51,0.08,0.08,0.73,19
U2885,48,Mexico,Standard,2023-11-22,163.3,2023-11,134,84.65,11343,76.49,0.4,0.28,0.75,63
U2886,46,Mexico,Premium,2022-02-14,404.0,2022-02,180,96.49,17369,86.72,0.66,0.31,0.76,74
U2887,56,Colombia,Basic,2022-05-15,422.9,2022-05,84,83.69,7030,72.49,0.4,0.32,0.83,39
U2888,23,Mexico,Basic,2022-09-25,228.4,2022-09,27,64.0,1728,62.0,0.19,0.48,0.59,16
U2889,46,Colombia,Standard,2022-01-25,592.5,2022-01,127,84.07,10677,74.63,0.41,0.21,0.8,60
U2890,34,Argentina,Premium,2022-09-01,530.0,2022-09,112,97.74,10947,92.43,0.87,0.29,0.66,55
U2891,22,Argentina,Standard,2023-11-23,330.9,2023-11,60,85.58,5135,78.07,0.45,0.25,0.75,30
U2892,31,Mexico,Basic,2022-02-02,305.7,2022-02,13,51.77,673,63.67,0.46,0.23,0.54,9
U2893,42,Peru,Basic,2023-12-27,56.0,2023-12,116,68.03,7891,64.37,0.29,0.42,0.71,56
U2894,25,Colombia,Premium,2023-08-18,816.7,2023-08,188,103.33,19426,90.45,0.72,0.27,0.73,78
U2895,62,Mexico,Premium,2023-11-27,690.9,2023-11,189,91.74,17339,85.47,0.64,0.37,0.74,82
U2896,53,Mexico,Standard,2023-03-31,143.4,2023-03,68,85.09,5786,76.8,0.43,0.15,0.81,31
U2897,37,Mexico,Basic,2022-03-06,342.1,2022-03,129,79.67,10277,75.76,0.46,0.33,0.68,60
U2898,30,Argentina,Standard,2022-12-06,267.2,2022-12,113,102.81,11617,86.69,0.63,0.36,0.8,49
U2899,46,Mexico,Standard,2023-02-08,77.6,2023-02,91,89.99,8189,76.1,0.45,0.29,0.84,43
U2900,36,Chile,Standard,2023-12-23,219.8,2023-12,102,83.14,8480,86.51,0.62,0.23,0.66,51
U2901,53,Mexico,Standard,2022-11-21,516.6,2022-11,106,74.6,7908,78.93,0.47,0.21,0.64,48
U2902,35,Mexico,Standard,2022-07-21,574.3,2022-07,139,100.22,13931,89.18,0.7,0.34,0.81,60
U2903,50,Colombia,Standard,2022-03-29,394.7,2022-03,27,85.93,2320,83.19,0.56,0.19,0.67,15
U2904,42,Colombia,Basic,2023-01-29,80.5,2023-01,117,65.68,7685,64.89,0.34,0.31,0.71,59
U2905,47,Colombia,Premium,2023-04-18,812.3,2023-04,94,94.99,8929,86.97,0.62,0.48,0.7,42
U2906,26,Chile,Basic,2023-10-12,450.0,2023-10,42,91.76,3854,74.39,0.45,0.26,0.88,19
U2907,57,Argentina,Standard,2022-04-18,124.8,2022-04,125,80.06,10008,74.41,0.42,0.3,0.74,61
U2908,40,Argentina,Basic,2022-10-17,171.3,2022-10,22,94.55,2080,80.7,0.5,0.18,0.77,11
U2909,65,Colombia,Premium,2023-10-24,337.0,2023-10,201,96.56,19409,86.78,0.66,0.27,0.78,76
U2910,43,Argentina,Premium,2024-02-03,318.7,2024-02,83,86.04,7141,87.47,0.72,0.37,0.72,42
U2911,22,Chile,Premium,2023-03-21,881.9,2023-03,189,97.12,18355,86.26,0.62,0.21,0.76,79
U2912,23,Chile,Basic,2023-09-13,388.4,2023-09,16,58.69,939,77.4,0.5,0.31,0.56,8
U2913,47,Colombia,Basic,2023-04-02,342.9,2023-04,74,65.57,4852,62.85,0.07,0.27,0.73,38
U2914,24,Chile,Standard,2023-11-30,630.6,2023-11,121,69.63,8425,75.72,0.45,0.26,0.56,62
U2915,26,Peru,Basic,2024-01-08,385.7,2024-01,90,85.29,7676,75.61,0.34,0.26,0.74,41
U2916,51,Chile,Basic,2023-06-11,437.9,2023-06,37,60.92,2254,55.67,0.16,0.35,0.89,16
U2917,25,Argentina,Basic,2023-11-12,485.8,2023-11,102,73.52,7499,74.18,0.49,0.28,0.65,47
U2918,60,Chile,Standard,2022-02-05,477.9,2022-02,90,76.42,6878,81.77,0.51,0.31,0.63,41
U2919,26,Colombia,Standard,2023-04-02,38.1,2023-04,61,91.0,5551,84.73,0.49,0.43,0.77,30
U2920,45,Chile,Premium,2022-08-11,737.4,2022-08,53,98.3,5210,89.97,0.74,0.26,0.81,26
U2921,45,Chile,Premium,2023-04-12,253.8,2023-04,83,89.67,7443,84.98,0.61,0.28,0.66,41
